move,X,Y,Z,E,F,A,command,line,,,,,
TRUE,131.367,50.077,8.8,0.36877,1086,5.20E-18,0,0,G1,G1 F1086 X131.367 Y50.077 E0.36877,,,
TRUE,131.387,49.304,8.8,0.027,1142.9,0.01,0,0,G1,G1 F1142.9 X131.387 Y49.304 E0.027,,,
TRUE,131.387,48.613,8.8,0.02298,1200,0.01,0,0,G1,G1 F1200 X131.387 Y48.613 E0.02298,,,
TRUE,130.698,48.613,8.8,0.02292,1200,0.01,0,0,G1,G1 X130.698 Y48.613 E0.02292,,,
TRUE,129.923,48.633,8.8,0.02707,1142.9,0.01,0,0,G1,G1 F1142.9 X129.923 Y48.633 E0.02707,,,
TRUE,119.889,48.635,8.8,0.36877,1086,0.01,0,0,G1,G1 F1086 X119.889 Y48.635 E0.36877,,,
TRUE,119.251,48.613,8.8,0.0224,1137.4,-0.01,0,0,G1,G1 F1137.4 X119.251 Y48.613 E0.0224,,,
TRUE,118.614,48.614,8.8,0.02119,1200,-0.01,0,0,G1,G1 F1200 X118.614 Y48.614 E0.02119,,,
TRUE,118.613,49.306,8.8,0.02302,1200,-0.01,0,0,G1,G1 X118.613 Y49.306 E0.02302,,,
TRUE,118.633,50.077,8.8,0.02693,1142.9,-0.01,0,0,G1,G1 F1142.9 X118.633 Y50.077 E0.02693,,,
TRUE,118.635,60.111,8.8,0.36877,1086,-0.01,0,0,G1,G1 F1086 X118.635 Y60.111 E0.36877,,,
TRUE,118.613,60.749,8.8,0.0224,1137.4,-0.01,0,0,G1,G1 F1137.4 X118.613 Y60.749 E0.0224,,,
TRUE,118.614,61.386,8.8,0.02119,1200,-0.01,0,0,G1,G1 F1200 X118.614 Y61.386 E0.02119,,,
TRUE,119.306,61.387,8.8,0.02302,1200,-0.01,0,0,G1,G1 X119.306 Y61.387 E0.02302,,,
TRUE,120.077,61.367,8.8,0.02693,1142.9,-0.01,0,0,G1,G1 F1142.9 X120.077 Y61.367 E0.02693,,,
TRUE,130.753,60.753,8.8,0.02693,7200,-0.01,0,0,G0,G0 F7200 X130.753 Y60.753,,,
TRUE,130.753,49.247,8.8,0.02693,7200,-0.01,0,0,G0,G0 X130.753 Y49.247,,,
TRUE,129.949,49.075,8.8,0.02693,7200,-0.01,0,0,G0,G0 X129.949 Y49.075,,,
TRUE,130.629,49.371,8.8,0.02572,1151.1,-0.01,0,0,G1,G1 F1151.1 X130.629 Y49.371 E0.02572,,,
TRUE,130.925,50.051,8.8,0.02572,1151.1,-0.01,0,0,G1,G1 X130.925 Y50.051 E0.02572,,,
TRUE,130.925,55.062,8.8,0.1775,1126.8,-0.01,0,0,G1,G1 F1126.8 X130.925 Y55.062 E0.1775,,,
TRUE,130.924,60.073,8.8,0.1825,1095.9,5.20E-18,0,0,G1,G1 F1095.9 X130.924 Y60.073 E0.1825,,,
TRUE,130.625,60.623,8.8,0.0228,1095.9,0.01,0,0,G1,G1 X130.625 Y60.623 E0.0228,,,
TRUE,130.073,60.924,8.8,0.0229,1095.9,0.01,0,0,G1,G1 X130.073 Y60.924 E0.0229,,,
TRUE,125.062,60.924,8.8,0.1825,1095.9,0.01,0,0,G1,G1 X125.062 Y60.924 E0.1825,,,
TRUE,120.051,60.925,8.8,0.1775,1126.8,5.20E-18,0,0,G1,G1 F1126.8 X120.051 Y60.925 E0.1775,,,
TRUE,119.382,60.636,8.8,0.02545,1142.9,-0.01,0,0,G1,G1 F1142.9 X119.382 Y60.636 E0.02545,,,
TRUE,119.076,60.073,8.8,0.02302,1111.1,-0.01,0,0,G1,G1 F1111.1 X119.076 Y60.073 E0.02302,,,
TRUE,119.075,50.077,8.8,0.36738,1086,-0.01,0,0,G1,G1 F1086 X119.075 Y50.077 E0.36738,,,
TRUE,119.099,49.996,8.8,0.00303,1111.1,-0.01,0,0,G1,G1 F1111.1 X119.099 Y49.996 E0.00303,,,
TRUE,119.364,49.382,8.8,0.02347,1137.4,-0.01,0,0,G1,G1 F1137.4 X119.364 Y49.382 E0.02347,,,
TRUE,119.927,49.076,8.8,0.02307,1108.5,-0.01,0,0,G1,G1 F1108.5 X119.927 Y49.076 E0.02307,,,
TRUE,124.938,49.076,8.8,0.1825,1095.9,-0.01,0,0,G1,G1 F1095.9 X124.938 Y49.076 E0.1825,,,
TRUE,129.949,49.075,8.8,0.1775,1126.8,5.20E-18,0,0,G1,G1 F1126.8 X129.949 Y49.075 E0.1775,,,
TRUE,118.809,49.2,8.8,0.1775,7200,5.20E-18,0,0,G0,G0 F7200 X118.809 Y49.2,,,
TRUE,119.301,49.2,8.8,0.01636,1200,5.20E-18,0,0,G1,G1 F1200 X119.301 Y49.2 E0.01636,,,
TRUE,119.047,49.6,8.8,0.01636,7200,5.20E-18,0,0,G0,G0 F7200 X119.047 Y49.6,,,
TRUE,118.823,49.6,8.8,0.00745,1200,5.20E-18,0,0,G1,G1 F1200 X118.823 Y49.6 E0.00745,,,
TRUE,118.837,60.4,8.8,0.00745,7200,5.20E-18,0,0,G0,G0 F7200 X118.837 Y60.4,,,
TRUE,119.018,60.4,8.8,0.00602,1200,5.20E-18,0,0,G1,G1 F1200 X119.018 Y60.4 E0.00602,,,
TRUE,118.813,60.8,8.8,0.00602,7200,5.20E-18,0,0,G0,G0 F7200 X118.813 Y60.8,,,
TRUE,119.267,60.8,8.8,0.0151,1200,5.20E-18,0,0,G1,G1 F1200 X119.267 Y60.8 E0.0151,,,
TRUE,118.923,61.2,8.8,0.0151,7200,5.20E-18,0,0,G0,G0 F7200 X118.923 Y61.2,,,
TRUE,118.814,61.2,8.8,0.00363,1200,5.20E-18,0,0,G1,G1 F1200 X118.814 Y61.2 E0.00363,,,
TRUE,130.692,60.825,8.8,0.00363,7200,5.20E-18,0,0,G0,G0 F7200 X130.692 Y60.825,,,
TRUE,130.692,60.8,8.8,0.00363,7200,5.20E-18,0,0,G0,G0 X130.692 Y60.8,,,
TRUE,131.187,60.8,8.8,0.01646,1200,5.20E-18,0,0,G1,G1 F1200 X131.187 Y60.8 E0.01646,,,
TRUE,131.164,60.4,8.8,0.01646,7200,5.20E-18,0,0,G0,G0 F7200 X131.164 Y60.4,,,
TRUE,130.982,60.4,8.8,0.00605,1200,5.20E-18,0,0,G1,G1 F1200 X130.982 Y60.4 E0.00605,,,
TRUE,130.952,49.6,8.8,0.00605,7200,5.20E-18,0,0,G0,G0 F7200 X130.952 Y49.6,,,
TRUE,131.176,49.6,8.8,0.00745,1200,5.20E-18,0,0,G1,G1 F1200 X131.176 Y49.6 E0.00745,,,
TRUE,131.187,49.2,8.8,0.00745,7200,5.20E-18,0,0,G0,G0 F7200 X131.187 Y49.2,,,
TRUE,130.701,49.2,8.8,0.01616,1200,5.20E-18,0,0,G1,G1 F1200 X130.701 Y49.2 E0.01616,,,
TRUE,131.024,48.8,8.8,0.01616,7200,5.20E-18,0,0,G0,G0 F7200 X131.024 Y48.8,,,
TRUE,131.187,48.8,8.8,0.00542,1200,5.20E-18,0,0,G1,G1 F1200 X131.187 Y48.8 E0.00542,,,
TRUE,131.167,48.833,8.8,0.00542,7200,5.20E-18,0,0,G0,G0 F7200 X131.167 Y48.833,,,
TRUE,131.167,48.833,8.8,-0.8,2100,5.20E-18,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,120.825,49.675,8.8,-0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y49.675,,,
TRUE,120.825,56.999,8.8,-0.8,7200,5.20E-18,0,0,G0,G0 X120.825 Y56.999,,,
TRUE,120.825,56.999,8.8,0.8,2100,5.20E-18,0,0,G1,G1 F2100 E0.8,,,
TRUE,120.685,56.999,8.8,0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.685 Y56.999,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,129.315,56.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y56.999 E0.28703,,,
TRUE,129.415,56.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y56.999,,,
TRUE,129.175,56.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y56.999,,,
TRUE,129.175,58.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X129.175 Y58.999,,,
TRUE,129.315,58.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X129.315 Y58.999,,,
TRUE,120.685,58.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X120.685 Y58.999 E0.28703,,,
TRUE,120.585,58.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 X120.585 Y58.999,,,
TRUE,120.825,58.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y58.999,,,
TRUE,120.825,54.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.825 Y54.999,,,
TRUE,120.685,54.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.685 Y54.999,,,
TRUE,129.315,54.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y54.999 E0.28703,,,
TRUE,129.415,54.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y54.999,,,
TRUE,129.175,54.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y54.999,,,
TRUE,129.175,52.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X129.175 Y52.999,,,
TRUE,129.315,52.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X129.315 Y52.999,,,
TRUE,120.685,52.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X120.685 Y52.999 E0.28703,,,
TRUE,120.585,52.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 X120.585 Y52.999,,,
TRUE,120.825,52.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X120.825 Y52.999,,,
TRUE,120.825,50.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.825 Y50.999,,,
TRUE,120.685,50.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.685 Y50.999,,,
TRUE,129.315,50.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X129.315 Y50.999 E0.28703,,,
TRUE,129.415,50.999,8.8,0.28703,2400,5.20E-18,0,0,G1,G1 X129.415 Y50.999,,,
TRUE,129.175,50.999,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X129.175 Y50.999,,,
TRUE,120.795,50.795,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,8.8,0.28703,7200,5.20E-18,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,8.8,0.28279,2400,5.20E-18,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,8.8,0.28279,2400,5.20E-18,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,8.8,0.28279,2400,5.20E-18,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,8.8,0.28279,2400,5.20E-18,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.795,50.795,8.8,0.28279,7200,5.20E-18,0,0,G0,G0 F7200 X120.795 Y50.795,,,
TRUE,129.605,50.395,8.8,0.28279,7200,5.20E-18,0,0,G0,G0 X129.605 Y50.395,,,
TRUE,129.875,50.125,8.8,0.28279,7200,5.20E-18,0,0,G0,G0 X129.875 Y50.125,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,50.125,8.8,0.30807,1200,5.20E-18,0,0,G1,G1 F1200 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,59.875,8.8,0.30807,1200,5.20E-18,0,0,G1,G1 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,8.8,0.30807,1200,5.20E-18,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,8.8,0.30807,1200,5.20E-18,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,129.675,50.125,8.8,0.30807,7200,5.20E-18,0,0,G0,G0 F7200 X129.675 Y50.125,,,
TRUE,128.875,51.007,8.8,0.30807,7200,5.20E-18,0,0,G0,G0 X128.875 Y51.007,,,
TRUE,128.875,51.007,8.8,-0.8,2100,5.20E-18,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,128.875,51.007,9,-0.8,600,5.20E-18,0,0,G0,G0 F600 X128.875 Y51.007 Z9,,,
TRUE,120.339,59.661,9,-0.8,7200,5.20E-18,0,0,G0,G0 F7200 X120.339 Y59.661,,,
TRUE,118.503,61.497,9,-0.8,7200,5.20E-18,0,0,G0,G0 X118.503 Y61.497,,,
TRUE,118.503,61.497,9,0.8,2100,5.20E-18,0,0,G1,G1 F2100 E0.8,,,
TRUE,118.269,61.731,9,0.8,7200,5.20E-18,0,0,G0,G0 F7200 X118.269 Y61.731,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TIME_ELAPSED:1146.563167,,TIME_ELAPSED:1146.563167,
FALSE,None,None,None,None,None,5.20E-18,0,0,,LAYER:44,,LAYER:44,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,5.20E-18,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,131.731,61.731,9,0.42536,2400,5.20E-18,0,0,G1,G1 F2400 X131.731 Y61.731 E0.42536,,,
TRUE,131.731,48.269,9,0.42536,2400,5.20E-18,0,0,G1,G1 X131.731 Y48.269 E0.42536,,,
TRUE,118.269,48.269,9,0.42536,2400,5.20E-18,0,0,G1,G1 X118.269 Y48.269 E0.42536,,,
TRUE,118.269,61.731,9,0.42536,2400,5.20E-18,0,0,G1,G1 X118.269 Y61.731 E0.42536,,,
TRUE,118.539,61.461,9,0.42536,7200,5.20E-18,0,0,G0,G0 F7200 X118.539 Y61.461,,,
TRUE,119.247,49.247,9,0.42536,7200,5.20E-18,0,0,G0,G0 X119.247 Y49.247,,,
TRUE,129.925,49.175,9,0.42536,7200,5.20E-18,0,0,G0,G0 X129.925 Y49.175,,,
TRUE,129.925,49.475,9,0.42536,7200,5.20E-18,0,0,G0,G0 X129.925 Y49.475,,,
TRUE,130.35,49.65,9,0.01452,2400,5.20E-18,0,0,G1,G1 F2400 X130.35 Y49.65 E0.01452,,,
TRUE,130.525,50.075,9,0.01452,2400,5.20E-18,0,0,G1,G1 X130.525 Y50.075 E0.01452,,,
TRUE,130.525,60.014,9,0.31404,2400,5.20E-18,0,0,G1,G1 X130.525 Y60.014 E0.31404,,,
TRUE,130.35,60.35,9,0.01197,2400,5.20E-18,0,0,G1,G1 X130.35 Y60.35 E0.01197,,,
TRUE,130.014,60.525,9,0.01197,2400,5.20E-18,0,0,G1,G1 X130.014 Y60.525 E0.01197,,,
TRUE,120.075,60.525,9,0.31404,2400,5.20E-18,0,0,G1,G1 X120.075 Y60.525 E0.31404,,,
TRUE,119.65,60.35,9,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y60.35 E0.01452,,,
TRUE,119.475,60.014,9,0.01197,2400,5.20E-18,0,0,G1,G1 X119.475 Y60.014 E0.01197,,,
TRUE,119.475,50.075,9,0.31404,2400,5.20E-18,0,0,G1,G1 X119.475 Y50.075 E0.31404,,,
TRUE,119.65,49.65,9,0.01452,2400,5.20E-18,0,0,G1,G1 X119.65 Y49.65 E0.01452,,,
TRUE,119.986,49.475,9,0.01197,2400,5.20E-18,0,0,G1,G1 X119.986 Y49.475 E0.01197,,,
TRUE,129.925,49.475,9,0.31404,2400,5.20E-18,0,0,G1,G1 X129.925 Y49.475 E0.31404,,,
TRUE,130.125,50.075,9,0.31404,7200,5.20E-18,0,0,G0,G0 F7200 X130.125 Y50.075,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,130.123,59.96,9,0.31234,1200,5.20E-18,0,0,G1,G1 F1200 X130.123 Y59.96 E0.31234,,,
TRUE,130.067,60.067,9,0.00382,1200,0.01,0,0,G1,G1 X130.067 Y60.067 E0.00382,,,
TRUE,129.96,60.123,9,0.00382,1200,0.01,0,0,G1,G1 X129.96 Y60.123 E0.00382,,,
TRUE,120.075,60.125,9,0.31234,1200,0.01,0,0,G1,G1 X120.075 Y60.125 E0.31234,,,
TRUE,119.933,60.067,9,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y60.067 E0.00485,,,
TRUE,119.877,59.96,9,0.00382,1200,-0.01,0,0,G1,G1 X119.877 Y59.96 E0.00382,,,
TRUE,119.875,50.075,9,0.31234,1200,-0.01,0,0,G1,G1 X119.875 Y50.075 E0.31234,,,
TRUE,119.933,49.933,9,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y49.933 E0.00485,,,
TRUE,120.04,49.877,9,0.00382,1200,-0.01,0,0,G1,G1 X120.04 Y49.877 E0.00382,,,
TRUE,129.925,49.875,9,0.31234,1200,-0.01,0,0,G1,G1 X129.925 Y49.875 E0.31234,,,
TRUE,130.067,49.933,9,0.00485,1200,5.20E-18,0,0,G1,G1 X130.067 Y49.933 E0.00485,,,
TRUE,130.125,50.075,9,0.00485,1200,5.20E-18,0,0,G1,G1 X130.125 Y50.075 E0.00485,,,
TRUE,130.125,50.275,9,0.00485,7200,5.20E-18,0,0,G0,G0 F7200 X130.125 Y50.275,,,
TRUE,130.825,50.275,9,0.00485,7200,5.20E-18,0,0,G0,G0 X130.825 Y50.275,,,
TRUE,118.139,48.139,9,0.00485,7200,5.20E-18,0,0,G0,G0 X118.139 Y48.139,,,
TRUE,117.869,47.869,9,0.00485,7200,5.20E-18,0,0,G0,G0 X117.869 Y47.869,,,
TRUE,117.869,62.131,9,0.45064,1200,5.20E-18,0,0,G1,G1 F1200 X117.869 Y62.131 E0.45064,,,
TRUE,132.131,62.131,9,0.45064,1200,5.20E-18,0,0,G1,G1 X132.131 Y62.131 E0.45064,,,
TRUE,132.131,47.869,9,0.45064,1200,5.20E-18,0,0,G1,G1 X132.131 Y47.869 E0.45064,,,
TRUE,117.869,47.869,9,0.45064,1200,5.20E-18,0,0,G1,G1 X117.869 Y47.869 E0.45064,,,
TRUE,117.869,48.069,9,0.45064,7200,5.20E-18,0,0,G0,G0 F7200 X117.869 Y48.069,,,
TRUE,118.539,48.539,9,0.45064,7200,5.20E-18,0,0,G0,G0 X118.539 Y48.539,,,
TRUE,119.928,49.085,9,0.45064,7200,5.20E-18,0,0,G0,G0 X119.928 Y49.085,,,
FALSE,None,None,None,None,None,5.20E-18,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,129.955,49.084,9,0.34851,1148.3,5.20E-18,0,0,G1,G1 F1148.3 X129.955 Y49.084 E0.34851,,,
TRUE,130.63,49.372,9,0.02496,1173.6,5.20E-18,0,0,G1,G1 F1173.6 X130.63 Y49.372 E0.02496,,,
TRUE,130.916,50.045,9,0.02487,1173.6,5.20E-18,0,0,G1,G1 X130.916 Y50.045 E0.02487,,,
TRUE,130.915,60.072,9,0.34851,1148.3,5.20E-18,0,0,G1,G1 F1148.3 X130.915 Y60.072 E0.34851,,,
TRUE,130.624,60.625,9,0.02193,1137.4,0.01,0,0,G1,G1 F1137.4 X130.624 Y60.625 E0.02193,,,
TRUE,130.072,60.915,9,0.02188,1137.4,0.01,0,0,G1,G1 X130.072 Y60.915 E0.02188,,,
TRUE,120.047,60.916,9,0.34844,1148.3,0.01,0,0,G1,G1 F1148.3 X120.047 Y60.916 E0.34844,,,
TRUE,119.381,60.637,9,0.02468,1167.9,-0.01,0,0,G1,G1 F1167.9 X119.381 Y60.637 E0.02468,,,
TRUE,119.085,60.072,9,0.02222,1145.6,-0.01,0,0,G1,G1 F1145.6 X119.085 Y60.072 E0.02222,,,
TRUE,119.084,50.077,9,0.35238,1132.1,-0.01,0,0,G1,G1 F1132.1 X119.084 Y50.077 E0.35238,,,
TRUE,119.104,49.999,9,0.0028,1148.3,-0.01,0,0,G1,G1 F1148.3 X119.104 Y49.999 E0.0028,,,
TRUE,119.363,49.381,9,0.02301,1162.2,-0.01,0,0,G1,G1 F1162.2 X119.363 Y49.381 E0.02301,,,
TRUE,119.928,49.085,9,0.02222,1145.6,-0.01,0,0,G1,G1 F1145.6 X119.928 Y49.085 E0.02222,,,
TRUE,118.662,60.108,9,0.02222,7200,-0.01,0,0,G0,G0 F7200 X118.662 Y60.108,,,
TRUE,118.649,60.74,9,0.02171,1162.2,-0.01,0,0,G1,G1 F1162.2 X118.649 Y60.74 E0.02171,,,
TRUE,118.65,61.35,9,0.02029,1200,-0.01,0,0,G1,G1 F1200 X118.65 Y61.35 E0.02029,,,
TRUE,120.077,61.34,9,0.04877,1167.9,-0.01,0,0,G1,G1 F1167.9 X120.077 Y61.34 E0.04877,,,
TRUE,130.108,61.338,9,0.35365,1132.1,-0.01,0,0,G1,G1 F1132.1 X130.108 Y61.338 E0.35365,,,
TRUE,130.738,61.35,9,0.02164,1162.2,5.20E-18,0,0,G1,G1 F1162.2 X130.738 Y61.35 E0.02164,,,
TRUE,131.351,61.351,9,0.02039,1200,5.20E-18,0,0,G1,G1 F1200 X131.351 Y61.351 E0.02039,,,
TRUE,131.351,60.738,9,0.02039,1200,5.20E-18,0,0,G1,G1 X131.351 Y60.738 E0.02039,,,
TRUE,131.338,60.108,9,0.02164,1162.2,5.20E-18,0,0,G1,G1 F1162.2 X131.338 Y60.108 E0.02164,,,
TRUE,131.34,50.077,9,0.35365,1132.1,5.20E-18,0,0,G1,G1 F1132.1 X131.34 Y50.077 E0.35365,,,
TRUE,131.351,49.311,9,0.02618,1167.9,0.01,0,0,G1,G1 F1167.9 X131.351 Y49.311 E0.02618,,,
TRUE,131.351,48.649,9,0.02202,1200,0.01,0,0,G1,G1 F1200 X131.351 Y48.649 E0.02202,,,
TRUE,129.923,48.66,9,0.0488,1167.9,0.01,0,0,G1,G1 F1167.9 X129.923 Y48.66 E0.0488,,,
TRUE,119.892,48.662,9,0.35365,1132.1,0.01,0,0,G1,G1 F1132.1 X119.892 Y48.662 E0.35365,,,
TRUE,119.26,48.649,9,0.02171,1162.2,-0.01,0,0,G1,G1 F1162.2 X119.26 Y48.649 E0.02171,,,
TRUE,118.65,48.65,9,0.02029,1200,-0.01,0,0,G1,G1 F1200 X118.65 Y48.65 E0.02029,,,
TRUE,118.66,50.077,9,0.04877,1167.9,-0.01,0,0,G1,G1 F1167.9 X118.66 Y50.077 E0.04877,,,
TRUE,118.662,60.108,9,0.35365,1132.1,-0.01,0,0,G1,G1 F1132.1 X118.662 Y60.108 E0.35365,,,
TRUE,119.2,61.147,9,0.35365,7200,-0.01,0,0,G0,G0 F7200 X119.2 Y61.147,,,
TRUE,119.2,60.72,9,0.0142,1200,-0.01,0,0,G1,G1 F1200 X119.2 Y60.72 E0.0142,,,
TRUE,119.6,60.949,9,0.0142,7200,-0.01,0,0,G0,G0 F7200 X119.6 Y60.949,,,
TRUE,119.6,61.143,9,0.00645,1200,-0.01,0,0,G1,G1 F1200 X119.6 Y61.143 E0.00645,,,
TRUE,130.4,61.135,9,0.00645,7200,-0.01,0,0,G0,G0 F7200 X130.4 Y61.135,,,
TRUE,130.4,60.973,9,0.00539,1200,-0.01,0,0,G1,G1 F1200 X130.4 Y60.973 E0.00539,,,
TRUE,130.8,61.151,9,0.00539,7200,-0.01,0,0,G0,G0 F7200 X130.8 Y61.151,,,
TRUE,130.8,60.69,9,0.01533,1200,-0.01,0,0,G1,G1 F1200 X130.8 Y60.69 E0.01533,,,
TRUE,130.825,60.69,9,0.01533,7200,-0.01,0,0,G0,G0 F7200 X130.825 Y60.69,,,
TRUE,130.825,49.3,9,0.01533,7200,-0.01,0,0,G0,G0 X130.825 Y49.3,,,
TRUE,130.8,49.3,9,0.01533,7200,-0.01,0,0,G0,G0 X130.8 Y49.3,,,
TRUE,130.8,48.853,9,0.01487,1200,-0.01,0,0,G1,G1 F1200 X130.8 Y48.853 E0.01487,,,
TRUE,130.4,48.858,9,0.01487,7200,-0.01,0,0,G0,G0 F7200 X130.4 Y48.858,,,
TRUE,130.4,49.053,9,0.00649,1200,-0.01,0,0,G1,G1 F1200 X130.4 Y49.053 E0.00649,,,
TRUE,119.6,49.021,9,0.00649,7200,-0.01,0,0,G0,G0 F7200 X119.6 Y49.021,,,
TRUE,119.6,48.864,9,0.00522,1200,-0.01,0,0,G1,G1 F1200 X119.6 Y48.864 E0.00522,,,
TRUE,119.2,48.847,9,0.00522,7200,-0.01,0,0,G0,G0 F7200 X119.2 Y48.847,,,
TRUE,119.2,49.297,9,0.01497,1200,-0.01,0,0,G1,G1 F1200 X119.2 Y49.297 E0.01497,,,
TRUE,118.875,49.297,9,0.01497,7200,-0.01,0,0,G0,G0 F7200 X118.875 Y49.297,,,
TRUE,118.875,49.297,9,-0.8,2100,-0.01,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,-0.01,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,127,49.675,9,-0.8,7200,-0.01,0,0,G0,G0 F7200 X127 Y49.675,,,
TRUE,127,50.825,9,-0.8,7200,-0.01,0,0,G0,G0 X127 Y50.825,,,
TRUE,127,50.825,9,0.8,2100,-0.01,0,0,G1,G1 F2100 E0.8,,,
TRUE,127,50.685,9,0.8,7200,-0.01,0,0,G0,G0 F7200 X127 Y50.685,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,127,59.315,9,0.28703,2400,-0.01,0,0,G1,G1 F2400 X127 Y59.315 E0.28703,,,
TRUE,127,59.415,9,0.28703,2400,5.20E-18,0,0,G1,G1 X127 Y59.415,,,
TRUE,127,59.175,9,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X127 Y59.175,,,
TRUE,125,59.175,9,0.28703,7200,5.20E-18,0,0,G0,G0 X125 Y59.175,,,
TRUE,125,59.315,9,0.28703,7200,5.20E-18,0,0,G0,G0 X125 Y59.315,,,
TRUE,125,50.685,9,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X125 Y50.685 E0.28703,,,
TRUE,125,50.585,9,0.28703,2400,5.20E-18,0,0,G1,G1 X125 Y50.585,,,
TRUE,125,50.825,9,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X125 Y50.825,,,
TRUE,123,50.825,9,0.28703,7200,5.20E-18,0,0,G0,G0 X123 Y50.825,,,
TRUE,123,50.685,9,0.28703,7200,5.20E-18,0,0,G0,G0 X123 Y50.685,,,
TRUE,123,59.315,9,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X123 Y59.315 E0.28703,,,
TRUE,123,59.415,9,0.28703,2400,5.20E-18,0,0,G1,G1 X123 Y59.415,,,
TRUE,123,59.175,9,0.28703,7200,5.20E-18,0,0,G0,G0 F7200 X123 Y59.175,,,
TRUE,121,59.175,9,0.28703,7200,5.20E-18,0,0,G0,G0 X121 Y59.175,,,
TRUE,121,59.315,9,0.28703,7200,5.20E-18,0,0,G0,G0 X121 Y59.315,,,
TRUE,121,50.685,9,0.28703,2400,5.20E-18,0,0,G1,G1 F2400 X121 Y50.685 E0.28703,,,
