move,X,Y,Z,E,F,A,command,line,,,,,
TRUE,120.585,58.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 X120.585 Y58.999,,,
TRUE,120.825,58.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X120.825 Y58.999,,,
TRUE,120.825,54.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.825 Y54.999,,,
TRUE,120.685,54.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.685 Y54.999,,,
TRUE,129.315,54.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X129.315 Y54.999 E0.28703,,,
TRUE,129.415,54.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 X129.415 Y54.999,,,
TRUE,129.175,54.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X129.175 Y54.999,,,
TRUE,129.175,52.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X129.175 Y52.999,,,
TRUE,129.315,52.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X129.315 Y52.999,,,
TRUE,120.685,52.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X120.685 Y52.999 E0.28703,,,
TRUE,120.585,52.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 X120.585 Y52.999,,,
TRUE,120.825,52.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X120.825 Y52.999,,,
TRUE,120.825,50.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.825 Y50.999,,,
TRUE,120.685,50.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.685 Y50.999,,,
TRUE,129.315,50.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X129.315 Y50.999 E0.28703,,,
TRUE,129.415,50.999,48.8,0.28703,2400,3.12E-17,0,0,G1,G1 X129.415 Y50.999,,,
TRUE,129.175,50.999,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X129.175 Y50.999,,,
TRUE,120.795,50.795,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,48.8,0.28703,7200,3.12E-17,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,48.8,0.28279,2400,3.12E-17,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,48.8,0.28279,2400,3.12E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,48.8,0.28279,2400,3.12E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,48.8,0.28279,2400,3.12E-17,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.795,50.795,48.8,0.28279,7200,3.12E-17,0,0,G0,G0 F7200 X120.795 Y50.795,,,
TRUE,129.605,50.395,48.8,0.28279,7200,3.12E-17,0,0,G0,G0 X129.605 Y50.395,,,
TRUE,129.875,50.125,48.8,0.28279,7200,3.12E-17,0,0,G0,G0 X129.875 Y50.125,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,120.125,50.125,48.8,0.30807,1200,3.12E-17,0,0,G1,G1 F1200 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,59.875,48.8,0.30807,1200,3.12E-17,0,0,G1,G1 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,48.8,0.30807,1200,3.12E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,50.125,48.8,0.30807,1200,3.12E-17,0,0,G1,G1 X129.875 Y50.125 E0.30807,,,
TRUE,129.675,50.125,48.8,0.30807,7200,3.12E-17,0,0,G0,G0 F7200 X129.675 Y50.125,,,
TRUE,128.875,51.007,48.8,0.30807,7200,3.12E-17,0,0,G0,G0 X128.875 Y51.007,,,
TRUE,128.875,51.007,48.8,-0.8,2100,3.12E-17,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,128.875,51.007,49,-0.8,600,3.12E-17,0,0,G0,G0 F600 X128.875 Y51.007 Z49,,,
TRUE,120.339,50.339,49,-0.8,7200,3.12E-17,0,0,G0,G0 F7200 X120.339 Y50.339,,,
TRUE,118.622,48.622,49,-0.8,7200,3.12E-17,0,0,G0,G0 X118.622 Y48.622,,,
TRUE,118.622,48.622,49,0.8,2100,3.12E-17,0,0,G1,G1 F2100 E0.8,,,
TRUE,118.307,48.307,49,0.8,7200,3.12E-17,0,0,G0,G0 F7200 X118.307 Y48.307,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TIME_ELAPSED:3167.085579,,TIME_ELAPSED:3167.085579,
FALSE,None,None,None,None,None,3.12E-17,0,0,,LAYER:244,,LAYER:244,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,3.12E-17,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,118.307,61.693,49,0.42296,2400,3.12E-17,0,0,G1,G1 F2400 X118.307 Y61.693 E0.42296,,,
TRUE,131.693,61.693,49,0.42296,2400,3.12E-17,0,0,G1,G1 X131.693 Y61.693 E0.42296,,,
TRUE,131.693,48.307,49,0.42296,2400,3.12E-17,0,0,G1,G1 X131.693 Y48.307 E0.42296,,,
TRUE,118.307,48.307,49,0.42296,2400,3.12E-17,0,0,G1,G1 X118.307 Y48.307 E0.42296,,,
TRUE,118.577,48.577,49,0.42296,7200,3.12E-17,0,0,G0,G0 F7200 X118.577 Y48.577,,,
TRUE,130.35,49.175,49,0.42296,7200,3.12E-17,0,0,G0,G0 X130.35 Y49.175,,,
TRUE,130.35,49.65,49,0.42296,7200,3.12E-17,0,0,G0,G0 X130.35 Y49.65,,,
TRUE,130.525,50.075,49,0.01452,2400,3.12E-17,0,0,G1,G1 F2400 X130.525 Y50.075 E0.01452,,,
TRUE,130.525,60.014,49,0.31404,2400,3.12E-17,0,0,G1,G1 X130.525 Y60.014 E0.31404,,,
TRUE,130.35,60.35,49,0.01197,2400,3.12E-17,0,0,G1,G1 X130.35 Y60.35 E0.01197,,,
TRUE,130.014,60.525,49,0.01197,2400,3.12E-17,0,0,G1,G1 X130.014 Y60.525 E0.01197,,,
TRUE,120.075,60.525,49,0.31404,2400,3.12E-17,0,0,G1,G1 X120.075 Y60.525 E0.31404,,,
TRUE,119.65,60.35,49,0.01452,2400,3.12E-17,0,0,G1,G1 X119.65 Y60.35 E0.01452,,,
TRUE,119.475,60.014,49,0.01197,2400,3.12E-17,0,0,G1,G1 X119.475 Y60.014 E0.01197,,,
TRUE,119.475,50.075,49,0.31404,2400,3.12E-17,0,0,G1,G1 X119.475 Y50.075 E0.31404,,,
TRUE,119.65,49.65,49,0.01452,2400,3.12E-17,0,0,G1,G1 X119.65 Y49.65 E0.01452,,,
TRUE,119.986,49.475,49,0.01197,2400,3.12E-17,0,0,G1,G1 X119.986 Y49.475 E0.01197,,,
TRUE,129.925,49.475,49,0.31404,2400,3.12E-17,0,0,G1,G1 X129.925 Y49.475 E0.31404,,,
TRUE,130.35,49.65,49,0.01452,2400,3.12E-17,0,0,G1,G1 X130.35 Y49.65 E0.01452,,,
TRUE,130.35,49.175,49,0.01452,7200,3.12E-17,0,0,G0,G0 F7200 X130.35 Y49.175,,,
TRUE,120.04,49.175,49,0.01452,7200,3.12E-17,0,0,G0,G0 X120.04 Y49.175,,,
TRUE,120.04,49.877,49,0.01452,7200,3.12E-17,0,0,G0,G0 X120.04 Y49.877,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,129.925,49.875,49,0.31234,1200,3.12E-17,0,0,G1,G1 F1200 X129.925 Y49.875 E0.31234,,,
TRUE,130.067,49.933,49,0.00485,1200,3.12E-17,0,0,G1,G1 X130.067 Y49.933 E0.00485,,,
TRUE,130.125,50.075,49,0.00485,1200,3.12E-17,0,0,G1,G1 X130.125 Y50.075 E0.00485,,,
TRUE,130.123,59.96,49,0.31234,1200,3.12E-17,0,0,G1,G1 X130.123 Y59.96 E0.31234,,,
TRUE,130.067,60.067,49,0.00382,1200,0.01,0,0,G1,G1 X130.067 Y60.067 E0.00382,,,
TRUE,129.96,60.123,49,0.00382,1200,0.01,0,0,G1,G1 X129.96 Y60.123 E0.00382,,,
TRUE,120.075,60.125,49,0.31234,1200,0.01,0,0,G1,G1 X120.075 Y60.125 E0.31234,,,
TRUE,119.933,60.067,49,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y60.067 E0.00485,,,
TRUE,119.877,59.96,49,0.00382,1200,-0.01,0,0,G1,G1 X119.877 Y59.96 E0.00382,,,
TRUE,119.875,50.075,49,0.31234,1200,-0.01,0,0,G1,G1 X119.875 Y50.075 E0.31234,,,
TRUE,119.933,49.933,49,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y49.933 E0.00485,,,
TRUE,120.04,49.877,49,0.00382,1200,-0.01,0,0,G1,G1 X120.04 Y49.877 E0.00382,,,
TRUE,120.24,49.877,49,0.00382,7200,-0.01,0,0,G0,G0 F7200 X120.24 Y49.877,,,
TRUE,120.24,49.175,49,0.00382,7200,-0.01,0,0,G0,G0 X120.24 Y49.175,,,
TRUE,118.177,61.823,49,0.00382,7200,-0.01,0,0,G0,G0 X118.177 Y61.823,,,
TRUE,117.907,62.093,49,0.00382,7200,-0.01,0,0,G0,G0 X117.907 Y62.093,,,
TRUE,132.093,62.093,49,0.44824,1200,-0.01,0,0,G1,G1 F1200 X132.093 Y62.093 E0.44824,,,
TRUE,132.093,47.907,49,0.44824,1200,3.12E-17,0,0,G1,G1 X132.093 Y47.907 E0.44824,,,
TRUE,117.907,47.907,49,0.44824,1200,3.12E-17,0,0,G1,G1 X117.907 Y47.907 E0.44824,,,
TRUE,117.907,62.093,49,0.44824,1200,3.12E-17,0,0,G1,G1 X117.907 Y62.093 E0.44824,,,
TRUE,118.107,62.093,49,0.44824,7200,3.12E-17,0,0,G0,G0 F7200 X118.107 Y62.093,,,
TRUE,118.577,61.423,49,0.44824,7200,3.12E-17,0,0,G0,G0 X118.577 Y61.423,,,
TRUE,130.094,60.906,49,0.44824,7200,3.12E-17,0,0,G0,G0 X130.094 Y60.906,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,120.036,60.907,49,0.3362,1194,3.12E-17,0,0,G1,G1 F1194 X120.036 Y60.907 E0.3362,,,
TRUE,119.394,60.642,49,0.02316,1197,-0.01,0,0,G1,G1 F1197 X119.394 Y60.642 E0.02316,,,
TRUE,119.094,60.091,49,0.02097,1194,-0.01,0,0,G1,G1 F1194 X119.094 Y60.091 E0.02097,,,
TRUE,119.093,50.077,49,0.33556,1191.1,-0.01,0,0,G1,G1 F1191.1 X119.093 Y50.077 E0.33556,,,
TRUE,119.108,50,49,0.00263,1191.1,-0.01,0,0,G1,G1 X119.108 Y50 E0.00263,,,
TRUE,119.358,49.394,49,0.02186,1197,-0.01,0,0,G1,G1 F1197 X119.358 Y49.394 E0.02186,,,
TRUE,119.909,49.094,49,0.02097,1194,-0.01,0,0,G1,G1 F1194 X119.909 Y49.094 E0.02097,,,
TRUE,129.962,49.093,49,0.33604,1194,-0.01,0,0,G1,G1 X129.962 Y49.093 E0.33604,,,
TRUE,130.628,49.369,49,0.02404,1197,3.12E-17,0,0,G1,G1 F1197 X130.628 Y49.369 E0.02404,,,
TRUE,130.907,50.037,49,0.02414,1197,3.12E-17,0,0,G1,G1 X130.907 Y50.037 E0.02414,,,
TRUE,130.906,60.075,49,0.3372,1188.1,3.12E-17,0,0,G1,G1 F1188.1 X130.906 Y60.075 E0.3372,,,
TRUE,130.634,60.609,49,0.02018,1185.2,0.01,0,0,G1,G1 F1185.2 X130.634 Y60.609 E0.02018,,,
TRUE,130.094,60.906,49,0.02065,1191.1,0.01,0,0,G1,G1 F1191.1 X130.094 Y60.906 E0.02065,,,
TRUE,131.313,48.687,49,0.02065,7200,0.01,0,0,G0,G0 F7200 X131.313 Y48.687,,,
TRUE,118.687,48.687,49,0.41994,1200,0.01,0,0,G1,G1 F1200 X118.687 Y48.687 E0.41994,,,
TRUE,118.687,61.313,49,0.41994,1200,3.12E-17,0,0,G1,G1 X118.687 Y61.313 E0.41994,,,
TRUE,131.313,61.313,49,0.41994,1200,3.12E-17,0,0,G1,G1 X131.313 Y61.313 E0.41994,,,
TRUE,131.313,48.687,49,0.41994,1200,3.12E-17,0,0,G1,G1 X131.313 Y48.687 E0.41994,,,
TRUE,130.8,61.11,49,0.41994,7200,3.12E-17,0,0,G0,G0 F7200 X130.8 Y61.11,,,
TRUE,130.8,60.725,49,0.01281,1200,3.12E-17,0,0,G1,G1 F1200 X130.8 Y60.725 E0.01281,,,
TRUE,130.4,60.964,49,0.01281,7200,3.12E-17,0,0,G0,G0 F7200 X130.4 Y60.964,,,
TRUE,130.4,61.107,49,0.00476,1200,3.12E-17,0,0,G1,G1 F1200 X130.4 Y61.107 E0.00476,,,
TRUE,119.6,61.111,49,0.00476,7200,3.12E-17,0,0,G0,G0 F7200 X119.6 Y61.111,,,
TRUE,119.6,60.944,49,0.00555,1200,3.12E-17,0,0,G1,G1 F1200 X119.6 Y60.944 E0.00555,,,
TRUE,119.2,61.112,49,0.00555,7200,3.12E-17,0,0,G0,G0 F7200 X119.2 Y61.112,,,
TRUE,119.2,60.691,49,0.014,1200,3.12E-17,0,0,G1,G1 F1200 X119.2 Y60.691 E0.014,,,
TRUE,119.175,60.691,49,0.014,7200,3.12E-17,0,0,G0,G0 F7200 X119.175 Y60.691,,,
TRUE,119.205,49.205,49,0.014,7200,3.12E-17,0,0,G0,G0 X119.205 Y49.205,,,
TRUE,119.2,49.262,49,0.014,7200,3.12E-17,0,0,G0,G0 X119.2 Y49.262,,,
TRUE,119.2,48.89,49,0.01237,1200,3.12E-17,0,0,G1,G1 F1200 X119.2 Y48.89 E0.01237,,,
TRUE,119.6,48.893,49,0.01237,7200,3.12E-17,0,0,G0,G0 F7200 X119.6 Y48.893,,,
TRUE,119.6,49.037,49,0.00479,1200,3.12E-17,0,0,G1,G1 F1200 X119.6 Y49.037 E0.00479,,,
TRUE,130.4,49.057,49,0.00479,7200,3.12E-17,0,0,G0,G0 F7200 X130.4 Y49.057,,,
TRUE,130.4,48.889,49,0.00559,1200,3.12E-17,0,0,G1,G1 F1200 X130.4 Y48.889 E0.00559,,,
TRUE,130.8,48.888,49,0.00559,7200,3.12E-17,0,0,G0,G0 F7200 X130.8 Y48.888,,,
TRUE,130.8,49.266,49,0.01257,1200,3.12E-17,0,0,G1,G1 F1200 X130.8 Y49.266 E0.01257,,,
TRUE,131.007,48.993,49,0.01257,7200,3.12E-17,0,0,G0,G0 F7200 X131.007 Y48.993,,,
TRUE,131.007,48.993,49,-0.8,2100,3.12E-17,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,MESH:CutOut.stl,,MESH:CutOut.stl,
TRUE,127,49.675,49,-0.8,7200,3.12E-17,0,0,G0,G0 F7200 X127 Y49.675,,,
TRUE,127,50.825,49,-0.8,7200,3.12E-17,0,0,G0,G0 X127 Y50.825,,,
TRUE,127,50.825,49,0.8,2100,3.12E-17,0,0,G1,G1 F2100 E0.8,,,
TRUE,127,50.685,49,0.8,7200,3.12E-17,0,0,G0,G0 F7200 X127 Y50.685,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:FILL,,TYPE:FILL,
TRUE,127,59.315,49,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X127 Y59.315 E0.28703,,,
TRUE,127,59.415,49,0.28703,2400,3.12E-17,0,0,G1,G1 X127 Y59.415,,,
TRUE,127,59.175,49,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X127 Y59.175,,,
TRUE,125,59.175,49,0.28703,7200,3.12E-17,0,0,G0,G0 X125 Y59.175,,,
TRUE,125,59.315,49,0.28703,7200,3.12E-17,0,0,G0,G0 X125 Y59.315,,,
TRUE,125,50.685,49,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X125 Y50.685 E0.28703,,,
TRUE,125,50.585,49,0.28703,2400,3.12E-17,0,0,G1,G1 X125 Y50.585,,,
TRUE,125,50.825,49,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X125 Y50.825,,,
TRUE,123,50.825,49,0.28703,7200,3.12E-17,0,0,G0,G0 X123 Y50.825,,,
TRUE,123,50.685,49,0.28703,7200,3.12E-17,0,0,G0,G0 X123 Y50.685,,,
TRUE,123,59.315,49,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X123 Y59.315 E0.28703,,,
TRUE,123,59.415,49,0.28703,2400,3.12E-17,0,0,G1,G1 X123 Y59.415,,,
TRUE,123,59.175,49,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X123 Y59.175,,,
TRUE,121,59.175,49,0.28703,7200,3.12E-17,0,0,G0,G0 X121 Y59.175,,,
TRUE,121,59.315,49,0.28703,7200,3.12E-17,0,0,G0,G0 X121 Y59.315,,,
TRUE,121,50.685,49,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X121 Y50.685 E0.28703,,,
TRUE,121,50.585,49,0.28703,2400,3.12E-17,0,0,G1,G1 X121 Y50.585,,,
TRUE,121,50.825,49,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X121 Y50.825,,,
TRUE,129,50.825,49,0.28703,7200,3.12E-17,0,0,G0,G0 X129 Y50.825,,,
TRUE,129,50.685,49,0.28703,7200,3.12E-17,0,0,G0,G0 X129 Y50.685,,,
TRUE,129,59.315,49,0.28703,2400,3.12E-17,0,0,G1,G1 F2400 X129 Y59.315 E0.28703,,,
TRUE,129,59.415,49,0.28703,2400,3.12E-17,0,0,G1,G1 X129 Y59.415,,,
TRUE,129,59.175,49,0.28703,7200,3.12E-17,0,0,G0,G0 F7200 X129 Y59.175,,,
TRUE,120.795,50.795,49,0.28703,7200,3.12E-17,0,0,G0,G0 X120.795 Y50.795,,,
TRUE,120.525,50.525,49,0.28703,7200,3.12E-17,0,0,G0,G0 X120.525 Y50.525,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
TRUE,120.525,59.475,49,0.28279,2400,3.12E-17,0,0,G1,G1 F2400 X120.525 Y59.475 E0.28279,,,
TRUE,129.475,59.475,49,0.28279,2400,3.12E-17,0,0,G1,G1 X129.475 Y59.475 E0.28279,,,
TRUE,129.475,50.525,49,0.28279,2400,3.12E-17,0,0,G1,G1 X129.475 Y50.525 E0.28279,,,
TRUE,120.525,50.525,49,0.28279,2400,3.12E-17,0,0,G1,G1 X120.525 Y50.525 E0.28279,,,
TRUE,120.795,50.795,49,0.28279,7200,3.12E-17,0,0,G0,G0 F7200 X120.795 Y50.795,,,
TRUE,129.605,59.605,49,0.28279,7200,3.12E-17,0,0,G0,G0 X129.605 Y59.605,,,
TRUE,129.875,59.875,49,0.28279,7200,3.12E-17,0,0,G0,G0 X129.875 Y59.875,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,129.875,50.125,49,0.30807,1200,3.12E-17,0,0,G1,G1 F1200 X129.875 Y50.125 E0.30807,,,
TRUE,120.125,50.125,49,0.30807,1200,3.12E-17,0,0,G1,G1 X120.125 Y50.125 E0.30807,,,
TRUE,120.125,59.875,49,0.30807,1200,3.12E-17,0,0,G1,G1 X120.125 Y59.875 E0.30807,,,
TRUE,129.875,59.875,49,0.30807,1200,3.12E-17,0,0,G1,G1 X129.875 Y59.875 E0.30807,,,
TRUE,129.875,59.675,49,0.30807,7200,3.12E-17,0,0,G0,G0 F7200 X129.875 Y59.675,,,
TRUE,128.875,58.993,49,0.30807,7200,3.12E-17,0,0,G0,G0 X128.875 Y58.993,,,
TRUE,128.875,58.993,49,-0.8,2100,3.12E-17,0,0,G1,G1 F2100 E-0.8,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,MESH:NONMESH,,MESH:NONMESH,
TRUE,128.875,58.993,49.2,-0.8,600,3.12E-17,0,0,G0,G0 F600 X128.875 Y58.993 Z49.2,,,
TRUE,120.339,59.661,49.2,-0.8,7200,3.12E-17,0,0,G0,G0 F7200 X120.339 Y59.661,,,
TRUE,118.577,61.423,49.2,-0.8,7200,3.12E-17,0,0,G0,G0 X118.577 Y61.423,,,
TRUE,118.577,61.423,49.2,0.8,2100,3.12E-17,0,0,G1,G1 F2100 E0.8,,,
TRUE,118.269,61.731,49.2,0.8,7200,3.12E-17,0,0,G0,G0 F7200 X118.269 Y61.731,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TIME_ELAPSED:3187.954092,,TIME_ELAPSED:3187.954092,
FALSE,None,None,None,None,None,3.12E-17,0,0,,LAYER:245,,LAYER:245,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-INNER,,TYPE:WALL-INNER,
FALSE,None,None,None,None,None,3.12E-17,0,0,,MESH:Tensile_Testing_V2.stl,,MESH:Tensile_Testing_V2.stl,
TRUE,131.731,61.731,49.2,0.42536,2400,3.12E-17,0,0,G1,G1 F2400 X131.731 Y61.731 E0.42536,,,
TRUE,131.731,48.269,49.2,0.42536,2400,3.12E-17,0,0,G1,G1 X131.731 Y48.269 E0.42536,,,
TRUE,118.269,48.269,49.2,0.42536,2400,3.12E-17,0,0,G1,G1 X118.269 Y48.269 E0.42536,,,
TRUE,118.269,61.731,49.2,0.42536,2400,3.12E-17,0,0,G1,G1 X118.269 Y61.731 E0.42536,,,
TRUE,118.539,61.461,49.2,0.42536,7200,3.12E-17,0,0,G0,G0 F7200 X118.539 Y61.461,,,
TRUE,119.175,60.35,49.2,0.42536,7200,3.12E-17,0,0,G0,G0 X119.175 Y60.35,,,
TRUE,119.65,60.35,49.2,0.42536,7200,3.12E-17,0,0,G0,G0 X119.65 Y60.35,,,
TRUE,119.475,60.014,49.2,0.01197,2400,3.12E-17,0,0,G1,G1 F2400 X119.475 Y60.014 E0.01197,,,
TRUE,119.475,50.075,49.2,0.31404,2400,3.12E-17,0,0,G1,G1 X119.475 Y50.075 E0.31404,,,
TRUE,119.65,49.65,49.2,0.01452,2400,3.12E-17,0,0,G1,G1 X119.65 Y49.65 E0.01452,,,
TRUE,119.986,49.475,49.2,0.01197,2400,3.12E-17,0,0,G1,G1 X119.986 Y49.475 E0.01197,,,
TRUE,129.925,49.475,49.2,0.31404,2400,3.12E-17,0,0,G1,G1 X129.925 Y49.475 E0.31404,,,
TRUE,130.35,49.65,49.2,0.01452,2400,3.12E-17,0,0,G1,G1 X130.35 Y49.65 E0.01452,,,
TRUE,130.525,50.075,49.2,0.01452,2400,3.12E-17,0,0,G1,G1 X130.525 Y50.075 E0.01452,,,
TRUE,130.525,60.014,49.2,0.31404,2400,3.12E-17,0,0,G1,G1 X130.525 Y60.014 E0.31404,,,
TRUE,130.35,60.35,49.2,0.01197,2400,3.12E-17,0,0,G1,G1 X130.35 Y60.35 E0.01197,,,
TRUE,130.014,60.525,49.2,0.01197,2400,3.12E-17,0,0,G1,G1 X130.014 Y60.525 E0.01197,,,
TRUE,120.075,60.525,49.2,0.31404,2400,3.12E-17,0,0,G1,G1 X120.075 Y60.525 E0.31404,,,
TRUE,119.65,60.35,49.2,0.01452,2400,3.12E-17,0,0,G1,G1 X119.65 Y60.35 E0.01452,,,
TRUE,119.175,60.35,49.2,0.01452,7200,3.12E-17,0,0,G0,G0 F7200 X119.175 Y60.35,,,
TRUE,118.139,61.861,49.2,0.01452,7200,3.12E-17,0,0,G0,G0 X118.139 Y61.861,,,
TRUE,117.869,62.131,49.2,0.01452,7200,3.12E-17,0,0,G0,G0 X117.869 Y62.131,,,
FALSE,None,None,None,None,None,3.12E-17,0,0,,TYPE:WALL-OUTER,,TYPE:WALL-OUTER,
TRUE,132.131,62.131,49.2,0.45064,1200,3.12E-17,0,0,G1,G1 F1200 X132.131 Y62.131 E0.45064,,,
TRUE,132.131,47.869,49.2,0.45064,1200,3.12E-17,0,0,G1,G1 X132.131 Y47.869 E0.45064,,,
TRUE,117.869,47.869,49.2,0.45064,1200,3.12E-17,0,0,G1,G1 X117.869 Y47.869 E0.45064,,,
TRUE,117.869,62.131,49.2,0.45064,1200,3.12E-17,0,0,G1,G1 X117.869 Y62.131 E0.45064,,,
TRUE,118.069,62.131,49.2,0.45064,7200,3.12E-17,0,0,G0,G0 F7200 X118.069 Y62.131,,,
TRUE,118.539,61.461,49.2,0.45064,7200,3.12E-17,0,0,G0,G0 X118.539 Y61.461,,,
TRUE,119.175,50.075,49.2,0.45064,7200,3.12E-17,0,0,G0,G0 X119.175 Y50.075,,,
TRUE,119.875,50.075,49.2,0.45064,7200,3.12E-17,0,0,G0,G0 X119.875 Y50.075,,,
TRUE,119.933,49.933,49.2,0.00485,1200,3.12E-17,0,0,G1,G1 F1200 X119.933 Y49.933 E0.00485,,,
TRUE,120.04,49.877,49.2,0.00382,1200,3.12E-17,0,0,G1,G1 X120.04 Y49.877 E0.00382,,,
TRUE,129.925,49.875,49.2,0.31234,1200,3.12E-17,0,0,G1,G1 X129.925 Y49.875 E0.31234,,,
TRUE,130.067,49.933,49.2,0.00485,1200,3.12E-17,0,0,G1,G1 X130.067 Y49.933 E0.00485,,,
TRUE,130.125,50.075,49.2,0.00485,1200,3.12E-17,0,0,G1,G1 X130.125 Y50.075 E0.00485,,,
TRUE,130.123,59.96,49.2,0.31234,1200,3.12E-17,0,0,G1,G1 X130.123 Y59.96 E0.31234,,,
TRUE,130.067,60.067,49.2,0.00382,1200,0.01,0,0,G1,G1 X130.067 Y60.067 E0.00382,,,
TRUE,129.96,60.123,49.2,0.00382,1200,0.01,0,0,G1,G1 X129.96 Y60.123 E0.00382,,,
TRUE,120.075,60.125,49.2,0.31234,1200,0.01,0,0,G1,G1 X120.075 Y60.125 E0.31234,,,
TRUE,119.933,60.067,49.2,0.00485,1200,-0.01,0,0,G1,G1 X119.933 Y60.067 E0.00485,,,
TRUE,119.877,59.96,49.2,0.00382,1200,-0.01,0,0,G1,G1 X119.877 Y59.96 E0.00382,,,
TRUE,119.875,50.075,49.2,0.31234,1200,-0.01,0,0,G1,G1 X119.875 Y50.075 E0.31234,,,
TRUE,119.933,49.933,49.2,0.31234,7200,-0.01,0,0,G0,G0 F7200 X119.933 Y49.933,,,
TRUE,119.974,49.912,49.2,0.31234,7200,-0.01,0,0,G0,G0 X119.974 Y49.912,,,
TRUE,119.084,50.077,49.2,0.31234,7200,-0.01,0,0,G0,G0 X119.084 Y50.077,,,
FALSE,None,None,None,None,None,-0.01,0,0,,TYPE:SKIN,,TYPE:SKIN,
TRUE,119.104,49.999,49.2,0.0028,1148.3,-0.01,0,0,G1,G1 F1148.3 X119.104 Y49.999 E0.0028,,,
TRUE,119.363,49.381,49.2,0.02301,1162.2,-0.01,0,0,G1,G1 F1162.2 X119.363 Y49.381 E0.02301,,,
TRUE,119.928,49.085,49.2,0.02222,1145.6,-0.01,0,0,G1,G1 F1145.6 X119.928 Y49.085 E0.02222,,,
TRUE,129.955,49.084,49.2,0.34851,1148.3,-0.01,0,0,G1,G1 F1148.3 X129.955 Y49.084 E0.34851,,,
TRUE,130.63,49.372,49.2,0.02496,1173.6,3.12E-17,0,0,G1,G1 F1173.6 X130.63 Y49.372 E0.02496,,,
