73.185,92.38,0.2,212.7574772531874,5.0,12.242522746812597
73.185,92.38,0.2,51.613138805683974,1.0,-18.85566155249657
73.622,92.126,0.2,0.0,0.0,6.613138805683974
74.093,91.943,0.2,329.83331690356204,7.0,-14.833316903562036
74.588,91.837,0.2,338.767107704581,7.0,-8.933790801018972
75.24,91.801,0.2,347.9131479697804,7.0,-9.146040265199417
89.339,91.8,0.2,356.8396383739542,7.0,-8.926490404173762
90.04,91.81,0.2,359.99593618133076,7.0,-3.156297807376575
90.58,91.864,0.2,0.8172880660185844,7.0,-0.8213518846878287
91.199,91.989,0.2,5.7105931374999415,7.0,-4.89330507148135
92.334,92.242,0.2,11.416694672531806,7.0,-5.706101535031879
93.8,92.557,0.2,12.56621750297649,7.0,-1.149522830444658
94.616,92.727,0.2,12.12678228929748,7.0,0.43943521367900473
96.103,93.023,0.2,11.768288932020726,7.0,0.3584933572767408
96.922,93.179,0.2,11.258054276246302,7.0,0.5102346557744077
98.472,93.461,0.2,10.784297867562964,7.0,0.47375640868333413
99.391,93.622,0.2,10.311352177777717,7.0,0.4729456897852238
100.783,93.854,0.2,9.936831471548016,7.0,0.37452070622971867
101.6,93.984,0.2,9.462322208025617,7.0,0.47450926352241574
103.249,94.231,0.2,9.041037303856784,7.0,0.4212849041688411
104.091,94.35,0.2,8.518871821186503,7.0,0.5221654826702942
105.604,94.552,0.2,8.044344557624758,7.0,0.47452726356175035
106.432,94.656,0.2,7.604565145108678,7.0,0.4397794125160761
107.837,94.824,0.2,7.159080423076733,7.0,0.44548472203193246
108.66,94.915,0.2,6.8186515837294674,7.0,0.34042883934724877
110.347,95.088,0.2,6.309625848829864,7.0,0.5090257348996268
111.189,95.167,0.2,5.855151800371638,7.0,0.4544740484582155
112.669,95.294,0.2,5.360040912721411,7.0,0.4951108876502186
113.55,95.363,0.2,4.904582553568885,7.0,0.45545835915250255
115.021,95.467,0.2,4.478268962264566,7.0,0.42631359130433477
115.874,95.521,0.2,4.044094094583145,7.0,0.43417486768141966
117.407,95.607,0.2,3.622331560754788,7.0,0.4217625338283706
118.192,95.644,0.2,3.2108791302893134,7.0,0.4114524304654741
119.834,95.709,0.2,2.6985682145650602,7.0,0.5123109157242394
120.618,95.733,0.2,2.2669197058704578,7.0,0.43164850869459936
122.176,95.769,0.2,1.7534048600716245,7.0,0.5135148457988394
123.088,95.783,0.2,1.3236720724154074,7.0,0.4297327876562045
124.599,95.795,0.2,0.8794713970105469,7.0,0.44420067540488695
125.401,95.795,0.2,0.4550197880658741,7.0,0.42445160894467354
126.912,95.783,0.2,0.0,7.0,0.45501978806589705
127.824,95.769,0.2,359.5449802119341,7.0,0.45501978806589705
129.382,95.733,0.2,359.12052860298945,7.0,0.4244516089446506
130.166,95.708,0.2,358.67632792758457,7.0,0.44420067540488617
131.808,95.645,0.2,358.17358509723795,7.0,0.5027428303466195
132.593,95.607,0.2,357.80276221988265,7.0,0.3708228773552946
134.126,95.521,0.2,357.2286097238827,7.0,0.5741524959999538
134.979,95.467,0.2,356.7891208697107,7.0,0.4394888541719979
136.45,95.363,0.2,356.37766843924527,7.0,0.411452430465431
137.331,95.294,0.2,355.9559059054167,7.0,0.42176253382854156
138.811,95.167,0.2,355.5217310377355,7.0,0.4341748676812358
139.653,95.088,0.2,355.09541744643116,7.0,0.42631359130433566
141.34,94.915,0.2,354.6399590872785,7.0,0.455458359152658
142.163,94.823,0.2,354.14484819962837,7.0,0.495110887650128
143.568,94.656,0.2,353.621605979771,7.0,0.5232422198573659
144.396,94.552,0.2,353.22155685788766,7.0,0.40004912188334174
145.909,94.35,0.2,352.840919576923,7.0,0.3806372809646632
146.751,94.232,0.2,352.39543485489133,7.0,0.4454847220316651
148.4,93.984,0.2,352.022381063657,7.0,0.3730537912343266
149.217,93.854,0.2,351.44714789091825,7.0,0.5752331727387627
150.609,93.621,0.2,350.9589626961434,7.0,0.48818519477487143
151.528,93.462,0.2,350.4976341552699,7.0,0.46132854087346686
153.068,93.181,0.2,350.18419165767926,7.0,0.3134424975906427
153.895,93.023,0.2,349.6591431614671,7.0,0.5250484962121504
155.384,92.726,0.2,349.18386937860777,7.0,0.47527378285934674
156.2,92.558,0.2,348.71967009607266,7.0,0.46419928253510534
157.665,92.242,0.2,348.3663660010601,7.0,0.353304095012561
158.623,92.028,0.2,347.82780902447627,7.0,0.5385569765838341
159.368,91.875,0.2,347.4078820630095,7.0,0.41992696146678554
159.889,91.812,0.2,348.39457876093456,7.0,-0.9866966979250833
160.516,91.8,0.2,353.10519471472253,7.0,-4.710615953787965
174.339,91.8,0.2,358.90356391600693,7.0,-5.798369201284402
175.037,91.81,0.2,0.0,7.0,-1.0964360839930691
175.54,91.857,0.2,0.8208002858953318,7.0,-0.8208002858953318
176.03,91.983,0.2,5.338181457924897,7.0,-4.517381172029538
176.494,92.185,0.2,14.42077312751125,7.0,-9.082591669586332
176.92,92.457,0.2,23.525651608150945,7.0,-9.104878480639677
