73.185,92.38,0.2,208.99369915623515,2.0,-28.993699156235152,208.99369915623515
73.185,92.38,0.2,51.613138805683974,0.0,-22.61943964944882,51.613138805683974
73.622,92.126,0.2,0.0,3.0,-38.386861194316,0.0
74.093,91.943,0.2,329.83331690356204,3.0,30.166683096437964,329.83331690356204
74.588,91.837,0.2,338.767107704581,3.0,-8.933790801018972,338.767107704581
75.24,91.801,0.2,347.9131479697804,3.0,-9.146040265199417,347.9131479697804
89.339,91.8,0.2,356.8396383739542,3.0,-8.926490404173762,356.8396383739542
90.04,91.81,0.2,359.99593618133076,3.0,-3.156297807376575,359.99593618133076
90.58,91.864,0.2,0.8172880660185844,3.0,-0.8213518846878287,0.8172880660185844
91.199,91.989,0.2,5.7105931374999415,3.0,-4.89330507148135,5.7105931374999415
92.334,92.242,0.2,11.416694672531806,3.0,-5.706101535031879,11.416694672531806
93.8,92.557,0.2,12.56621750297649,3.0,-1.149522830444658,12.56621750297649
94.616,92.727,0.2,12.12678228929748,3.0,0.43943521367900473,12.12678228929748
96.103,93.023,0.2,11.768288932020726,3.0,0.3584933572767408,11.768288932020726
96.922,93.179,0.2,11.258054276246302,3.0,0.5102346557744077,11.258054276246302
98.472,93.461,0.2,10.784297867562964,3.0,0.47375640868333413,10.784297867562964
99.391,93.622,0.2,10.311352177777717,3.0,0.4729456897852238,10.311352177777717
100.783,93.854,0.2,9.936831471548016,3.0,0.37452070622971867,9.936831471548016
101.6,93.984,0.2,9.462322208025617,3.0,0.47450926352241574,9.462322208025617
103.249,94.231,0.2,9.041037303856784,3.0,0.4212849041688411,9.041037303856784
104.091,94.35,0.2,8.518871821186503,3.0,0.5221654826702942,8.518871821186503
105.604,94.552,0.2,8.044344557624758,3.0,0.47452726356175035,8.044344557624758
106.432,94.656,0.2,7.604565145108678,3.0,0.4397794125160761,7.604565145108678
107.837,94.824,0.2,7.159080423076733,3.0,0.44548472203193246,7.159080423076733
108.66,94.915,0.2,6.8186515837294674,3.0,0.34042883934724877,6.8186515837294674
110.347,95.088,0.2,6.309625848829864,3.0,0.5090257348996268,6.309625848829864
111.189,95.167,0.2,5.855151800371638,3.0,0.4544740484582155,5.855151800371638
112.669,95.294,0.2,5.360040912721411,3.0,0.4951108876502186,5.360040912721411
113.55,95.363,0.2,4.904582553568885,3.0,0.45545835915250255,4.904582553568885
115.021,95.467,0.2,4.478268962264566,3.0,0.42631359130433477,4.478268962264566
115.874,95.521,0.2,4.044094094583145,3.0,0.43417486768141966,4.044094094583145
117.407,95.607,0.2,3.622331560754788,3.0,0.4217625338283706,3.622331560754788
118.192,95.644,0.2,3.2108791302893134,3.0,0.4114524304654741,3.2108791302893134
119.834,95.709,0.2,2.6985682145650602,3.0,0.5123109157242394,2.6985682145650602
120.618,95.733,0.2,2.2669197058704578,3.0,0.43164850869459936,2.2669197058704578
122.176,95.769,0.2,1.7534048600716245,3.0,0.5135148457988394,1.7534048600716245
123.088,95.783,0.2,1.3236720724154074,3.0,0.4297327876562045,1.3236720724154074
124.599,95.795,0.2,0.8794713970105469,3.0,0.44420067540488695,0.8794713970105469
125.401,95.795,0.2,0.4550197880658741,3.0,0.42445160894467354,0.4550197880658741
126.912,95.783,0.2,0.0,3.0,0.45501978806589705,0.0
127.824,95.769,0.2,359.5449802119341,3.0,0.45501978806589705,359.5449802119341
129.382,95.733,0.2,359.12052860298945,3.0,0.4244516089446506,359.12052860298945
130.166,95.708,0.2,358.67632792758457,3.0,0.44420067540488617,358.67632792758457
131.808,95.645,0.2,358.17358509723795,3.0,0.5027428303466195,358.17358509723795
132.593,95.607,0.2,357.80276221988265,3.0,0.3708228773552946,357.80276221988265
134.126,95.521,0.2,357.2286097238827,3.0,0.5741524959999538,357.2286097238827
134.979,95.467,0.2,356.7891208697107,3.0,0.4394888541719979,356.7891208697107
136.45,95.363,0.2,356.37766843924527,3.0,0.411452430465431,356.37766843924527
137.331,95.294,0.2,355.9559059054167,3.0,0.42176253382854156,355.9559059054167
138.811,95.167,0.2,355.5217310377355,3.0,0.4341748676812358,355.5217310377355
139.653,95.088,0.2,355.09541744643116,3.0,0.42631359130433566,355.09541744643116
141.34,94.915,0.2,354.6399590872785,3.0,0.455458359152658,354.6399590872785
142.163,94.823,0.2,354.14484819962837,3.0,0.495110887650128,354.14484819962837
143.568,94.656,0.2,353.621605979771,3.0,0.5232422198573659,353.621605979771
144.396,94.552,0.2,353.22155685788766,3.0,0.40004912188334174,353.22155685788766
145.909,94.35,0.2,352.840919576923,3.0,0.3806372809646632,352.840919576923
